城市,门店名称,区域(组合后),地址,评分(留空),标签(剔除)
信阳市,伢牙齿科(百花沁园店),信阳市-平桥区,河南省信阳市平桥区羊山新区新六大街长虹花园9号楼101号,,
信阳市,伢牙齿科(羊山恒大店),信阳市-平桥区,河南省信阳市平桥区新七大道恒大名都一期北门三号楼,,
信阳市,伢牙齿科(羊山政和店),信阳市-平桥区,河南省信阳市平桥区羊山新区新五大道政和花园C区35号楼1层114号,,
信阳市,信阳众大口腔门诊部,信阳市-浉河区,河南省信阳市浉河区浉河区礼节路新华书店正对面,,
信阳市,信阳众大汇口腔门诊部,信阳市-浉河区,河南省信阳市浉河区浉河区人民路张李湾商住其士公交站旁,,
信阳市,信阳合众京州口腔医院,信阳市-狮河区,河南省信阳市狮河区工区路464号,,
信阳市,李丹口腔诊所,信阳市-平桥区,河南省信阳市平桥区行政路双汇欧洲故事一期门面房,,
信阳市,植得口腔(信阳院区),信阳市-浉河区,信阳市浉河区东方红大道凤凰新世界金龙大厦商铺109、209、309,,
信阳市,植得口腔信阳院区,信阳市-浉河区,河南省信阳市浉河区东方红大道和美广场对面植得口腔,,
信阳市,浉河小象口腔诊所,信阳市-浉河区,河南省信阳市浉河区老城街道建设路柳堤春晓苑4号楼107号,,
信阳市,理想口腔门诊部,信阳市-淮滨县,河南省信阳市淮滨县滨湖街道办事处朝阳街奥斯卡购物中心西60米路北196号,,
邢台市,予恩口腔,邢台市-任泽区,河北省邢台市任泽区通济路天广幸福里底商A座101铺,,
邢台市,博瀚口腔诊所,邢台市-襄都区,邢台市襄都区丝绸路公园小筑家园,,
邢台市,爱雅口腔,邢台市-信都区,河北省邢台市信都区团结西路爱上街3号楼底商11#12#商铺,,
邢台市,翎雅口腔,邢台市-襄都区,邢台市襄都区祝村镇中兴绿谷商业区6号楼底商,,
邢台市,邢台博尚口腔,邢台市-信都区,河北省邢台市信都区泉西街道永祥街住南大汪A区7号楼底商28号,,
咸宁市,唯乐口腔,咸宁市-未知区域,湖北省咸宁市赤壁市陆水湖大道新街口商业街2楼B1-201号(民政局对面),,
咸宁市,牙舒乐口腔,咸宁市-咸安区,"咸宁市咸安区浮山街道长江产业园内(天洁国际城-雅典城)45幢1层S-04号,2层G201-206号",,
襄阳市,号尔口腔(万达店),襄阳市-樊城区,襄阳市樊城区王寨街道万达广场9栋901（金街万达路75号）,,
襄阳市,号尔口腔(南街店),襄阳市-襄城区,襄阳市襄城区古城街道南街门诊襄城区南街62号(南街浦发银行二楼),,
襄阳市,号尔口腔(长虹店),襄阳市-樊城区,襄阳市樊城区汉江街道长虹路29号（长虹路交松鹤路口）,,
襄阳市,咿呀口腔(谷城店),襄阳市-谷城县,湖北省襄阳市谷城县城关镇粉阳路综合楼1幢2楼及一楼门面,,
襄阳市,咿呀口腔(长征路店),襄阳市-樊城区,湖北省襄阳市樊城区屏襄门街道长征路34号,,
襄阳市,新德芽口腔(万达店),襄阳市-樊城区,襄阳市樊城区高新区紫贞街道长虹北路20-7,,
襄阳市,牙管家口腔,襄阳市-谷城县,襄阳市谷城县城关镇沿河路君山水岸商铺2号楼104号,,
襄阳市,珍爱口腔,襄阳市-樊城区,襄阳市樊城区屏襄门街道丹江路九街十八巷江悦D区5幢2层5-2-024号,,
襄阳市,瑞尔口腔(解放路店),襄阳市-樊城区,襄阳市樊城区屏襄门街道解放路414号城馨嘉园·襄遇(底商),,
襄阳市,金言口腔(东津门诊部),襄阳市-襄州区,襄阳市襄州区六两河街道劲松路东津世纪城40栋102号,,
襄阳市,金言口腔门诊(南漳店),襄阳市-南漳县,襄阳市南漳县城关镇凤凰大道新城悦隽1幢1单元,,
孝感市,中健口腔,孝感市-孝南区,孝感市孝南区孝感开发区槐荫办事处西杨二路与东李咀路交叉口东80米,,
孝感市,南卧口腔,孝感市-孝南区,"孝感市孝南区新华街道长征南路东侧乾坤新城H区4幢1层0115-0116,2层0209室内",,
孝感市,咿呀口腔(云梦医院店),孝感市-云梦县,湖北省云梦县珍珠坡路2-3号,,
孝感市,咿呀口腔(城东店),孝感市-云梦县,湖北省云梦县城关镇建设东路隆盛华府璟苑2号,,
孝感市,咿呀口腔(城西店),孝感市-云梦县,湖北省云梦县城关镇建设路茂源小区62号,,
孝感市,咿呀口腔(安业店),孝感市-未知区域,湖北省孝感市乾坤大道19号安国大厦安业假日酒店一、二楼,,
孝感市,志炜口腔门诊部,孝感市-孝南区,孝感市孝南区书院街道解放街天厦商城三号楼,,
湘西土家族苗族自治州市,湘西口腔医院八月楼总院,湘西土家族苗族自治州市-未知区域,湘西土家族苗族自治州吉首市镇溪街道人民北路42号(市公安局对面),,
徐州市,徐州丰县永远口腔门诊部,徐州市-丰县,徐州市丰县凤鸣金街B区B7幢1单元105号,,
徐州市,徐州壹捌口腔,徐州市-泉山区,徐州市泉山区翟山街道南三环路27号晴朗谷广场2号楼1-101、1-202,,
徐州市,徐州沛县牙管家口腔,徐州市-沛县,徐州市沛县风和雅苑小区19号楼1单元212室,,
徐州市,徐州鼎植口腔医院·二级口腔医院,徐州市-云龙区,徐州市云龙区翠屏山街道和平大道尚仕名邸(D地块)D2、D3、D5商业裙房号楼3-101,,
徐州市,泉山齿道口腔门诊部,徐州市-泉山区,徐州市泉山区翟山街道欣欣路恒大滨河绿洲花园5号楼门面房108205商铺,,
徐州市,诺恩口腔第四院区(沛县分院店),徐州市-沛县,徐州市沛县汉源街道汉城路西侧御景龙湾4号楼1单元001-008室,,
新余市,新奥口腔,新余市-渝水区,江西省新余市渝水区城北长林南路康乐新村20栋202室（自主承诺,,
湘潭市,博恩口腔（纱厂正街店）,湘潭市-岳塘区,湘潭市岳塘区五里堆街道学坪村7栋1楼2号门面,,
湘潭市,唯雅口腔医院种植矫正中心,湘潭市-岳塘区,湘潭市岳塘区宝塔街道河东大道39号日晟花园小高层0302002号,,
湘潭市,唯雅口腔（易俗河店）,湘潭市-湘潭县,湘潭市湘潭县易俗河镇大鹏中路418号金铃大厦2楼,,
湘潭市,湘潭牙德士口腔医院,湘潭市-岳塘区,湘潭市岳塘区宝塔街道芙蓉大道259号,,
锡林郭勒盟市,俊彪口腔门诊部,锡林郭勒盟市-内蒙古自治区,内蒙古自治区锡林郭勒盟市锡林浩特市锡林大街285号商铺（三中对面）,,
锡林郭勒盟市,雅美口腔,锡林郭勒盟市-希办新华街塞上源小区,内蒙古自治区锡林郭勒盟锡林浩特市希办新华街塞上源小区2号楼109号商铺,,
兴安盟市,乌兰浩特舒悦口腔门诊部,兴安盟市-内蒙古自治区,内蒙古自治区兴安盟乌兰浩特市都林街铁西北大路金泽时代广场6号商业楼6-17号门市,,
兴安盟市,刘三川口腔,兴安盟市-内蒙古自治区,内蒙古自治区兴安盟乌兰浩特市兴安街道北方弘博苑2号商住楼6号门市3-22-452-6,,
兴安盟市,祝佩文口腔,兴安盟市-都林街道德润家园小区,内蒙古自治区兴安盟乌兰浩特市都林街道德润家园小区G1号商业楼1号门市,,
西宁市,非凡口腔(城中店),西宁市-城中区,青海省西宁市城中区长江路53号非凡口腔(城中店),,
西宁市,非凡口腔(海湖店),西宁市-城西区,青海省西宁市城西区五四西路85号11号楼1层85-79号,,
忻州市,原平增寿口腔,忻州市-未知区域,山西省忻州市原平市永康北路政务大厅南,,
忻州市,国邦口腔,忻州市-忻府区,忻州市忻府区长征街街道和平西街与通岗南路交叉口国力五期2号楼1-2层,,
忻州市,增寿口腔(京原分院),忻州市-未知区域,忻州市原平市南城街道京原南路阳光佳苑东南门180米,,
忻州市,增寿口腔(吉祥分院),忻州市-未知区域,忻州市原平市吉祥街道吉祥花园高2号楼北50米E2号楼对面,,
忻州市,增寿口腔(泛华店),忻州市-忻府区,忻州市忻府区长征街街道花园街泛华国际公馆16.17号楼2单元007号,,
忻州市,增寿口腔（定襄总院）,忻州市-定襄县,山西省忻州市定襄县晋昌镇忻卓路82号,,
忻州市,增寿口腔（定襄西大街分院）,忻州市-定襄县,山西省忻州市定襄县晋昌镇盛世华城7号小区1号楼底商,,
忻州市,太原奥蕊口腔门诊管理有限公司五台台中路口腔门诊部,忻州市-五台县,山西省忻州市五台县台城镇百合佳苑小区台中路东侧小二楼15号,,
忻州市,小苹果口腔(原平店),忻州市-南城街道永康南路瑞邦北区,山西省忻州市原平市山西省忻州市原平市南城街道永康南路瑞邦北区门囗小苹果口腔,,
忻州市,小苹果口腔(定襄店),忻州市-定襄县,山西省忻州市定襄县山西省忻州市定襄县西大街盛世华城解放西街,,
忻州市,忻州和平口腔医院,忻州市-忻府区,山西省忻州市忻府区和平西街供水公司东忻州和平口腔医院,,
忻州市,曹俊凯口腔诊所,忻州市-忻府区,忻州市忻府区新建路街道温泉大街荣钰花苑南门2号门面,,
忻州市,爱芽口腔(长城大街店),忻州市-河曲县,山西省忻州市河曲县西口镇长城大街嘉福佳苑1号楼2号商铺,,
忻州市,环中口腔（原平院区）,忻州市-未知区域,忻州市原平市南城街道永康南路331号,,
忻州市,美盟大白牙戴艳口腔诊所,忻州市-朔城区,朔州市朔城区南城街道诚信博园小区11号楼14号,,
忻州市,赵振华口腔诊所,忻州市-忻麻区,山西省忻州市忻麻区长征街道气象巷盛世佳苑6号楼1号商铺,,
西安市,兔博士口腔临潼晓春分院,西安市-临潼区,西安市临潼区人民路北支线石油城30号门面房,,
西安市,兔博士口腔书香路分院,西安市-长安区,西安市长安区万科广场B座西南角1-2层（陕师大对面）,,
西安市,兔博士口腔五路口分院,西安市-新城区,西安市新城区腾悦广场一楼（地铁F口出，临街商铺）,,
西安市,兔博士口腔凤九分院,西安市-经开区,经开区明光路凤城九路白桦林居西门（4号线凤城九路站C口向南50米）,,
西安市,兔博士口腔凤六分院,西安市-未知区域,西安未央凤城六路与开元路十字东北角,,
西安市,兔博士口腔博文分院,西安市-雁塔区,西安市雁塔区高新路89号枫林绿洲云顶园商铺1层,,
西安市,兔博士口腔友谊分院,西安市-碑林区,西安市碑林区雁塔路99号华清广场5层,,
西安市,兔博士口腔吉祥分院,西安市-未知区域,吉祥路176号华润万家隔壁,,
西安市,兔博士口腔向日葵分院,西安市-莲湖区,莲湖区枣园西路地铁一号线枣园站B2口（三民村卫生所向东50米）,,
西安市,兔博士口腔咸宁分院,西安市-新城区,新城区咸宁中路122号乐宁会购物广场三层,,
西安市,兔博士口腔大兴分院,西安市-未央区,未央区朱宏路金叶新城1层临街商铺 (红庙坡驼鸟王大厦十字向西100米路北),,
西安市,兔博士口腔曲江南湖分院,西安市-未知区域,曲江池北路湖城大境天锦北门西侧,,
西安市,兔博士口腔未央分院,西安市-未央区,未央区文景路白桦林居东门（城市运动公园西门对面）,,
西安市,兔博士口腔朱雀分院,西安市-紫郡长安北区,紫郡长安北区南门口向西20米（三兴园门口）1楼商铺,,
西安市,兔博士口腔桃园分院,西安市-未知区域,桃源中路东头和银桥大道十字西北角,,
西安市,兔博士口腔正元分院,西安市-未央区,未央区太元路华远君城四幢10201室,,
西安市,兔博士口腔灞桥分院,西安市-灞桥区,西安市灞桥区长乐东路城东客运站三楼,,
西安市,兔博士口腔电子城分院,西安市-雁塔区,雁塔区丈八东路立丰城市生活广场室内五层,,
西安市,兔博士口腔科技路分院,西安市-雁塔区,雁塔区科技路与高新六路丁字路口东北角,,
西安市,兔博士口腔红旗分院,西安市-经开区,经开区凤城十路红旗路与开元路十字西北角（西航三校西校区西对面）,,
西安市,兔博士口腔美美分院,西安市-高新区,高新区高新一路7号（高新分局正东）,,
西安市,兔博士口腔翠华分院,西安市-雁塔区,西安市雁塔区翠华路与雁南一路十字西南角翰林世家4楼,,
西安市,兔博士口腔西大兔博士口腔医院第一门诊部,西安市-碑林区,西安市碑林区太白北路229号,,
西安市,兔博士口腔西影分院,西安市-未知区域,西影路东段北侧金业缇香山12幢1单元2层,,
西安市,兔博士口腔西门分院,西安市-莲湖区,西安市莲湖区西关正街167号（西安市第五医院正对面）,,
西安市,兔博士口腔辛家庙分院,西安市-浐灞生态区,浐灞生态区东二环与矿山路十字东北角悦邻荟四层,,
西安市,兔博士口腔长乐分院,西安市-碑林区,碑林区金花北路35号长乐荟（地铁3号线长乐公园站C口出）,,
西安市,兔博士口腔长安分院,西安市-长安区,长安区长安南路326号（华美十字西北角）,,
西安市,兔博士口腔长安南路分院,西安市-雁塔区,西安市雁塔区长安南路300号国际茶城1楼,,
西安市,兔博士口腔雁塔分院,西安市-雁塔区,西安市雁塔区小寨东路一号阅唐阁一至三层,,
西安市,兔博士口腔黄雁分院,西安市-碑林区,西安市碑林区友谊西路236号华豪丽晶二期03号商铺,,
西安市,兔博士口腔龙首分院,西安市-未央区,西安市未央区未央路龙首塬小区1号楼底商2层,,
西安市,瑞泰口腔太白分院,西安市-雁塔区,西安市雁塔区太白南路与科技路十字东北角，地铁三号线太白南路站D3出口,,
西安市,瑞泰口腔尔仓医院,西安市-莲湖区,西安市莲湖区报恩寺街2号小南门里靠城墙,,
西安市,瑞泰口腔高科分院,西安市-高新区,高新区团结南路高科新花园东门北侧底601-2,,
西安市,瑞泰口腔龙首分院,西安市-莲湖区,西安市莲湖区未央路与龙首南路十字东南角大明宫寓2层,,
咸阳市,兔博士口腔兴平分院,咸阳市-未知区域,兴平市金城路中段华润万家向西200米,,
咸阳市,兔博士口腔明皓分院,咸阳市-秦都区,秦都区渭滨苑世纪大道,,
咸阳市,兔博士口腔秦都分院,咸阳市-秦都区,咸阳市秦都区秦皇中路109号,,
咸阳市,秦都大头牙医口腔门诊部,咸阳市-秦都区,陕西省咸阳市秦都区秦皇北路华泰玉景台3楼,,
咸阳市,逸医口腔(杨凌店),咸阳市-杨陵区,咸阳市杨陵区李台街道安居路田园居步行街A119-223号商铺(原同一首歌),,
咸阳市,雅美皓口腔,咸阳市-秦都区,咸阳市秦都区渭阳西路街道彩虹一路龙湖彩虹郦城东门33号楼商铺1-2001-2003号,,
西双版纳傣族自治州市,西双版纳拜尔口腔医院,西双版纳傣族自治州市-未知区域,云南省西双版纳傣族自治州景洪市勐泐大道庄慕路曼弄枫村9号岔路处,,
阳江市,美牙口腔,阳江市-未知区域,阳江市江南新城乐园街51-52号一楼商铺,,
阳江市,阳江粤西口腔医院,阳江市-江城区,阳江市江城区三环路名扬国际广场商住区9幢1层至4层商铺,,
阳江市,震兴口腔(金郊店),阳江市-江城区,广东省阳江市江城区震兴口腔门诊金郊集贸市场五街62号,,
玉林市,华康口腔博白门诊部,玉林市-博白县,广西壮族自治区玉林市博白县博白镇兴民一路015号,,
玉林市,华康口腔奥园康城门诊部,玉林市-玉州区,广西壮族自治区玉林市玉州区康乐路86号奥园康城花园17栋3单元03-04商铺,,
玉林市,博白蓝天口腔门诊部,玉林市-博白县,广西壮族自治区玉林市博白县锦绣东路北部湾银行旁,,
玉林市,容县牙博士口腔,玉林市-容县,广西壮族自治区玉林市容县城南街146-3号（三小路口旁）,,
玉林市,玉林医大口腔,玉林市-玉州区,广西省玉州区玉林市人民东路136号1-8层,,
玉林市,玉林蓝天口腔医院北流门诊部,玉林市-西壮族自治区,广西壮族自治区玉林市北流市城南一路0003号金得利大厦3楼蓝天口腔,,
玉林市,玉林蓝天口腔医院江南门诊部,玉林市-玉州区,广西壮族自治区玉林市玉州区玉州区江南路228号香港城A栋201,,
玉林市,玉林蓝天口腔医院玉柴路门诊部,玉林市-玉州区,广西壮族自治区玉林市玉州区苗园路与玉柴路交叉口西南侧2楼,,
玉林市,陆川朗朗口腔门诊部,玉林市-陆川县,广西壮族自治区玉林市陆川县陆川县新洲北路与通政路交叉口（县政府对面）,,
益阳市,伢贝健口腔连锁（益阳店）,益阳市-赫山区,益阳市赫山区桃花仑街道龙洲·汇龙苑,,
岳阳市,咿呀口腔医院(南湖大道店),岳阳市-岳阳楼区,湖南省岳阳市岳阳楼区五里牌街道南湖大道292号,,
延边朝鲜族自治州市,延吉韩世口腔医院,延边朝鲜族自治州市-未知区域,吉林省延边朝鲜族自治州延吉市爱丹路359号(恒达健康广场),,
延边朝鲜族自治州市,德瓦口腔,延边朝鲜族自治州市-未知区域,吉林省延边朝鲜族自治州敦化市胜利街南湖居3号楼,,
延边朝鲜族自治州市,新茹口腔,延边朝鲜族自治州市-未知区域,吉林省延边朝鲜族自治州延吉市梨花路4567号领秀熙城第9号楼3层8号,,
宜昌市,咿呀口腔(CBD店),宜昌市-西陵区,湖北省宜昌市西陵区夷陵大道东湖一路交汇处锦绣华府2号楼000101号房,,
宜昌市,咿呀口腔(宜都店),宜昌市-未知区域,湖北省宜昌市宜都市陆城清江大道23号,,
宜昌市,咿呀口腔(水悦城店),宜昌市-高新区,湖北省宜昌市高新区城东大道18号（原深圳路16-4号）,,
宜昌市,咿呀口腔医院(宜昌总院),宜昌市-伍家岗区,湖北省宜昌市伍家岗区大公桥街道夷陵大道138号,,
宜昌市,咿呀口腔医院(当阳医院),宜昌市-未知区域,湖北省当阳市玉阳街道长坂路119号,,
宜昌市,咿呀口腔医院(远安店),宜昌市-远安县,湖北省宜昌市远安县鸣凤大道38-1号,,
宜昌市,宜昌牙管家(隆康路总院),宜昌市-未知区域,隆康路16号（隆康电信城对面）,,
宜昌市,宜昌牙管家口腔(古佛寺店),宜昌市-未知区域,四新路1-K-125号,,
扬州市,贝舒特口腔·数字化美学修复中心,扬州市-邗江区,扬州市邗江区邗上街道邗江中路525号莱福花园西门,,
鹰潭市,汪国斌牙科,鹰潭市-月湖区,鹰潭市月湖区胜利东路91号,,
鹰潭市,臻美口腔,鹰潭市-月湖区,江西省鹰潭市月湖区龙虎山大道西侧天洁紫荆花苑12栋01016-1,,
鹰潭市,贵溪市牙病防治所(雄石东路店),鹰潭市-未知区域,贵溪市雄石东路41-5,,
鹰潭市,赣东口腔医院,鹰潭市-月湖区,江西省鹰潭市月湖区中心广场人防办2号,,
营口市,世纪口腔医院,营口市-站前区,辽宁省营口市站前区光华路南34-甲41号,,
营口市,营口皓齿口腔门诊部,营口市-营口市西市区,辽宁省营口市西市区体育场南街华联天琅23-甲15-18号,,
宜春市,丰城博雅口腔,宜春市-未知区域,江西省宜春市丰城市孙渡街道盛世皇庭1栋门面,,
宜春市,康贝口腔(宜春店),宜春市-袁州区,江西省宜春市袁州区明月北路189号雅典都汇1栋2单元201室,,
宜春市,明贝口腔(大塘店),宜春市-袁州区,宜春市袁州区上高路101号大塘二期25栋附37号（承诺申报）,,
宜春市,明贝口腔(汽车西站店),宜春市-袁州区,江西省宜春市袁州区平安路28号鸿运小区7栋6号2楼办公室,,
宜春市,樟树铭致口腔门诊部,宜春市-未知区域,江西省宜春市樟树市药都路5号6号商铺铭致口腔,,
宜春市,辉荣口腔(御品滨江店),宜春市-袁州区,宜春市袁州区卢洲北路435号滨江名都8栋2层201室（承诺申报）,,
宜春市,辉荣口腔(状元洲店),宜春市-宜春袁州区,宜春袁州区中山东路103号川门下路口东门菜场旁,,
宜春市,雅乐康口腔(万载店),宜春市-万载县,江西省宜春市万载县宝塔西路2号万象城市广场四平电器旁边一楼雅乐康口腔,,
银川市,康美齿科非凡分院,银川市-金凤区,宁夏回族自治区银川市金凤区金凤区庆丰街凤台路宝湖花园北门口,,
阳泉市,世强口腔医院,阳泉市-盂县,山西省阳泉市盂县金龙东街第三实验小学东1号,,
阳泉市,小苹果口腔(阳泉店),阳泉市-城区,山西省阳泉市城区山西省阳泉市城区大连街保晋路交汇处东北角,,
阳泉市,小苹果口腔(阳泉店),阳泉市-城区,山西省阳泉市城区大连街保晋路交汇处东北角,,
阳泉市,瑞生口腔诊所,阳泉市-盂县,山西省阳泉市盂县秀水镇秀水西街（裕新苑底商西21号）,,
阳泉市,阳泉康贝齿科医院,阳泉市-郊区,山西省阳泉市郊区阳泉市经济技术开发区保晋路盛世新城底商,,
烟台市,仁爱口腔(崇文分院),烟台市-福山区,烟台市福山区崇文街92-9号（美航门市）,,
烟台市,仁爱口腔(松霞路分院),烟台市-福山区,烟台市福山区松霞路151-14号,,
烟台市,仁爱口腔(福海分院),烟台市-福山区,烟台市福山区福海路318-31，318-32号,,
烟台市,德韩口腔,烟台市-未知区域,招远市罗峰街道温泉路309号,,
烟台市,德韩口腔(万达院区),烟台市-芝罘区,烟台市芝罘区西南河路250.254号,,
烟台市,德韩口腔(大海阳院区),烟台市-芝罘区,烟台市芝罘区大海阳路95-20号,,
烟台市,德韩口腔(福山院区),烟台市-福山区,烟台市福山区福海路232号,,
烟台市,德韩口腔(莱山院区),烟台市-莱山区,烟台市莱山区迎春大街188号,,
烟台市,德韩口腔(龙口分院),烟台市-未知区域,龙口市东莱街道松涛苑商业G1G2商铺,,
烟台市,慈航口腔(芝罘湾广场店),烟台市-芝罘区,山东省烟台市芝罘区北马路172号4号商业4-3F-02铺位,,
烟台市,海阳合美口腔,烟台市-未知区域,山东省烟台市海阳市海阳路景泰皇家园63-15号,,
烟台市,烟台德韩口腔大海阳机构,烟台市-芝罘区,山东省烟台市芝罘区大海阳路95-20号,,
烟台市,蔚来口腔医院(春华口腔),烟台市-未知区域,山东省烟台市招远市金晖路253号新一中十字路口西北角,,
延安市,兔博士口腔延安分院,延安市-宝塔区,陕西省延安市宝塔区北大街264号新世纪广场5层,,
延安市,兔博士口腔延安米兰分院,延安市-宝塔区,陕西省延安市宝塔区百米大道米兰城3楼,,
运城市,临猗东升口腔诊所,运城市-临猗县,山西省运城市临猗县府西街五一广场西关幼儿园楼下,,
运城市,临猗泽华口腔,运城市-临猗县,山西省运城市临猗县府东街城关医院东100米路北,,
运城市,嘉俊360口腔,运城市-盐湖区,山西省运城市盐湖区安邑街道韩信路东方明珠A5号门面房,,
运城市,小苹果口腔(闻喜店),运城市-闻喜县,山西省运城市闻喜县山西省运城市闻喜县闻喜县公园绿城C区门口11号商铺,,
运城市,运城运中口腔,运城市-盐湖区,山西省运城市盐湖区学苑路香榭丽舍东一门1386-6号商铺,,
雅安市,茁瑞口腔(和平西路店),雅安市-雨城区,四川省雅安市雨城区和平西路133号C区221号223号,,
雅安市,雅州优诺口腔,雅安市-雨城区,四川省雅安市雨城区华兴街167号,,
雅安市,雅州名诺口腔,雅安市-名山区,四川省雅安市名山区县前街18号,,
榆林市,兔博士口腔榆林分院,榆林市-榆阳区,榆林市榆阳区金沙路泰和时代停车场出口,,
榆林市,瑞德口腔门诊部(人民西路店),榆林市-榆阳区,榆林市榆阳区崇文路街道人民西路97号(榆林烟草公司对面),,
榆林市,瑞德口腔（高新店）,榆林市-高新区,榆林市高新区明珠环路逸晟一品C-206(商铺2楼）,,
榆林市,齿E森口腔,榆林市-榆阳区,榆林市榆阳区长城路街道芹涧路御溪名城商铺178号,,
宜宾市,宜宾为笑口腔(人民路店),宜宾市-翠屏区,四川省宜宾市翠屏区人民路167、169、171号,,
宜宾市,宜宾为笑口腔(外江路店),宜宾市-叙州区,四川省宜宾市叙州区南岸西区山水庭院小区27幢1层1号,,
宜宾市,橙阳口腔门诊部,宜宾市-叙州区,"四川省宜宾市叙州区丽雅·龙璟台商业转幢1层1-B-105,1-B-106号",,
玉溪市,玉溪晶晶口腔门诊部,玉溪市-红塔区,云南省玉溪市红塔区北苑路5号,,
伊犁哈萨克自治州市,李慧口腔(万容店),伊犁哈萨克自治州市-经济合作区,新疆伊犁州伊宁市经济合作区上海路2699号万容广场商业F楼201号商铺,,
伊犁哈萨克自治州市,李慧口腔(望景华庭店),伊犁哈萨克自治州市-未知区域,新疆伊犁哈萨克自治州伊宁市解放西路225号望景华庭3号楼2-009号商钳,,
伊犁哈萨克自治州市,李慧口腔(白银谷店),伊犁哈萨克自治州市-未知区域,新疆伊犁州伊宁市新华西路12号5层501-507、510室,,
漳州市,南健口腔,漳州市-未知区域,漳州市胜利东路23-8号,,
漳州市,博恩口腔(万达院区),漳州市-芗城区,福建省漳州市芗城区九龙大道1029-2号,,
漳州市,德一口腔门诊部,漳州市-诏安县,福建省漳州市诏安县隆华广场德一口腔门诊部,,
漳州市,易看牙口腔(国贸店),漳州市-龙文区,福建省漳州市龙文区漳华东路152-3、152-4号,,
漳州市,易看牙口腔(永鸿店),漳州市-芗城区,福建省漳州市芗城区金峰中路1-30号,,
漳州市,柚十雅口腔,漳州市-龙文区,福建省漳州市龙文区长福路200-41、200-42、200-43号,,
漳州市,步文柚雅口腔,漳州市-龙文区,福建省漳州市龙文区荣桂路3-6号,,
漳州市,漳州芗城悦恩口腔门诊部,漳州市-芗城区,福建省漳州市芗城区芗城区胜利西路66-5号,,
漳州市,漳州龙海小贝壳口腔,漳州市-龙海区,福建省漳州市龙海区石码镇紫光路24-9号,,
漳州市,漳浦欣牙口腔,漳州市-漳浦县,福建省漳州市漳浦县绥安镇朝阳大道东293-3、293-4号,,
漳州市,瑞齿口腔,漳州市-芗城区,福建省漳州市芗城区腾飞路366-18号,,
漳州市,美洁口腔(漳州旗舰店),漳州市-芗城区,福建省漳州市芗城区丹霞路98-12号、98-13号、98-14号,,
漳州市,龙文景山青蛙王子爱洁丽口腔门诊部,漳州市-龙文区,福建省漳州市龙文区龙祥北路与北环城路交叉路口,,
张掖市,牙王国口腔(民乐北路门诊部),张掖市-甘州区,甘肃省张掖市甘州区新墩镇临松东街富来登温泉豪庭1号综合楼2层201铺,,
湛江市,全民口腔门诊,湛江市-霞山区,湛江市霞山区人民大道南路110号首层南边及二层,,
湛江市,湛江全民口腔门诊有限公司,湛江市-霞山区,湛江市霞山区人民大道南路110号首层南边及二层,,
湛江市,湛江市卓越口腔诊所,湛江市-赤坎区,广东省湛江市赤坎区年丰豪庭二期东门05-06号商铺,,
湛江市,湛江开发区致美泉庄口腔门诊有限公司,湛江市-湛江开发区,湛江开发区人民大道中25号馨隆居首层2A至2D商铺,,
湛江市,湛江维乐口腔门诊有限公司,湛江市-霞山区,湛江市霞山区人民大道南112号蓝海峰境广场1号楼1层01、02、03、04、05、06、07号办公室,,
湛江市,湛江致美口腔医院有限公司,湛江市-赤坎区,湛江市赤坎区百园路62号致美口腔,,
湛江市,湛江致美口腔医院有限公司万达门诊部,湛江市-湛江开发区,湛江开发区海滨大道中128号万达广场3幢一层59、60及二层17号商铺,,
湛江市,湛江致美口腔医院第一门诊部有限公司 ,湛江市-霞山区,湛江市霞山区海滨大道南43号之一金祥花园A幢商住楼（祥云阁）101号商铺,,
湛江市,湛江致美维乐口腔门诊有限公司,湛江市-赤坎区,湛江市赤坎区观海北路8号金沙湾广场1、2、3号商住楼一至四层商场内第二层编号为02-24b商铺,,
湛江市,湛江麻章致美口腔门诊有限公司,湛江市-麻章区,湛江市麻章区湛江市麻章区瑞云中路83号2-3楼（一址多照）,,
湛江市,珠江口腔医院,湛江市-开发区,湛江市开发区海滨大道南68号,,
肇庆市,肇庆中大口腔医院,肇庆市-端州区,肇庆市端州区端州六路5号,,
肇庆市,肇庆高要金利博爱医院,肇庆市-高要区,广东省肇庆市高要区金利镇金龙大道20至22号,,
肇庆市,肇庆麦芽联城口腔医院,肇庆市-端州区,广东省肇庆市端州区西江北路1号西江大厦1-3楼（维纳斯酒店旁）,,
肇庆市,麦芽联城口腔医院,肇庆市-未知区域,肇庆市西江北路1号西江大厦1-3楼,,
遵义市,京州口腔(遵义国贸店),遵义市-汇川区,贵州省遵义市汇川区南京路鸿宇商住楼1栋2层1号,,
遵义市,仁怀京州口腔门诊部,遵义市-未知区域,仁怀市盐津街道办事处太白路102号,,
遵义市,励德联合口腔门诊,遵义市-未知区域,贵州省遵义市仁怀市盐津街道国酒南路682号新景城市花园3栋1-2层,,
中山市,中山天使口腔医院(三乡院区),中山市-未知区域,广东省中山市三乡镇景观大道与沙坦路交汇十字路口处,,
中山市,中山天使口腔医院(东区总院),中山市-东区,广东省中山市东区街道起湾道与孙文东路交汇十字路口处,,
中山市,中山天使口腔医院(南朗院区),中山市-未知区域,广东省中山市南朗镇南岐中路德泰大厦2楼天使口腔医院,,
